0.503,0.500,1.000,0.500,0.500,0.500,0.500
0.711,0.000,0.000,1.000,0.500,0.500,0.500
0.379,1.000,1.000,0.000,0.500,0.500,0.500
0.399,0.500,1.000,1.000,0.500,0.500,0.500
0.820,0.000,0.500,0.500,0.500,1.000,0.500
0.326,1.000,1.000,0.500,0.500,1.000,0.500
0.433,0.500,1.000,1.000,0.500,1.000,0.500
0.992,0.000,0.000,0.000,0.500,1.000,0.500
0.233,1.000,1.000,1.000,0.500,1.000,0.500
0.467,0.500,1.000,0.500,0.500,0.000,0.500
0.632,0.000,0.500,1.000,0.500,0.000,0.500
0.161,1.000,1.000,1.000,0.500,0.000,0.500
0.569,0.500,1.000,0.000,0.500,0.000,0.500
0.672,0.000,0.000,1.000,0.500,0.000,0.500
0.326,1.000,1.000,0.500,0.500,1.000,0.500
0.433,0.500,1.000,1.000,0.500,1.000,0.500
0.939,0.000,0.500,0.000,0.500,1.000,0.500
0.418,1.000,1.000,0.000,0.500,1.000,0.500
0.433,0.500,1.000,1.000,0.500,1.000,0.500
0.895,0.000,0.000,0.500,1.000,0.500,1.000
0.314,1.000,1.000,1.000,1.000,0.500,1.000
0.688,0.500,1.000,0.000,1.000,0.500,1.000
0.750,0.000,0.500,1.000,1.000,0.500,1.000
0.314,1.000,1.000,1.000,1.000,0.500,1.000
0.625,0.500,1.000,0.500,1.000,1.000,1.000
0.820,0.000,0.000,1.000,1.000,1.000,1.000
0.509,1.000,1.000,0.000,1.000,1.000,1.000
0.531,0.500,1.000,1.000,1.000,1.000,1.000
0.827,0.000,0.500,0.500,1.000,0.000,1.000
0.367,1.000,1.000,0.500,1.000,0.000,1.000
0.477,0.500,1.000,1.000,1.000,0.000,1.000
0.968,0.000,0.000,0.000,1.000,0.000,1.000
0.284,1.000,1.000,1.000,1.000,0.000,1.000
0.625,0.500,1.000,0.500,1.000,1.000,1.000
0.778,0.000,0.500,1.000,1.000,1.000,1.000
0.345,1.000,1.000,1.000,1.000,1.000,1.000
0.691,0.500,1.000,0.000,1.000,1.000,1.000
0.820,0.000,0.000,1.000,1.000,1.000,1.000
0.158,1.000,1.000,0.500,0.000,0.500,0.000
0.270,0.500,1.000,1.000,0.000,0.500,0.000
0.832,0.000,0.500,0.000,0.000,0.500,0.000
0.256,1.000,1.000,0.000,0.000,0.500,0.000
0.270,0.500,1.000,1.000,0.000,0.500,0.000
0.806,0.000,0.000,0.500,0.000,1.000,0.000
0.102,1.000,1.000,1.000,0.000,1.000,0.000
0.548,0.500,1.000,0.000,0.000,1.000,0.000
0.606,0.000,0.500,1.000,0.000,1.000,0.000
0.102,1.000,1.000,1.000,0.000,1.000,0.000
0.343,0.500,1.000,0.500,0.000,0.000,0.000
0.564,0.000,0.000,1.000,0.000,0.000,0.000
0.207,1.000,1.000,0.000,0.000,0.000,0.000
0.224,0.500,1.000,1.000,0.000,0.000,0.000
0.742,0.000,0.500,0.500,0.000,1.000,0.000
0.204,1.000,1.000,0.500,0.000,1.000,0.000
0.316,0.500,1.000,1.000,0.000,1.000,0.000
0.946,0.000,0.000,0.000,0.000,1.000,0.000
0.102,1.000,1.000,1.000,0.000,1.000,0.000
0.596,0.500,1.000,0.500,1.000,0.500,1.000
0.750,0.000,0.500,1.000,1.000,0.500,1.000
0.314,1.000,1.000,1.000,1.000,0.500,1.000
0.688,0.500,1.000,0.000,1.000,0.500,1.000
0.789,0.000,0.000,1.000,1.000,0.500,1.000
0.428,1.000,1.000,0.500,1.000,1.000,1.000
0.531,0.500,1.000,1.000,1.000,1.000,1.000
0.839,0.000,0.500,0.000,1.000,1.000,1.000
0.509,1.000,1.000,0.000,1.000,1.000,1.000
0.531,0.500,1.000,1.000,1.000,1.000,1.000
0.862,0.000,0.000,0.500,1.000,0.000,1.000
0.284,1.000,1.000,1.000,1.000,0.000,1.000
0.660,0.500,1.000,0.000,1.000,0.000,1.000
0.723,0.000,0.500,1.000,1.000,0.000,1.000
0.284,1.000,1.000,1.000,1.000,0.000,1.000
0.625,0.500,1.000,0.500,1.000,1.000,1.000
0.820,0.000,0.000,1.000,1.000,1.000,1.000
0.509,1.000,1.000,0.000,1.000,1.000,1.000
0.531,0.500,1.000,1.000,1.000,1.000,1.000
