0.446,0.778,0.333,0.500,0.500,0.500,0.500
0.466,0.667,0.667,0.500,0.500,0.500,0.500
0.694,0.222,0.222,0.500,0.500,0.500,0.500
0.633,0.333,0.333,0.500,0.500,0.500,0.500
0.507,0.500,1.000,0.500,0.500,0.500,0.500
0.825,0.000,0.000,0.500,0.500,0.500,0.500
0.362,1.000,0.333,0.500,0.500,0.500,0.500
0.399,0.778,1.000,0.500,0.500,0.500,0.500
0.507,0.667,0.500,0.333,0.500,0.500,0.500
0.690,0.222,0.667,0.333,0.500,0.500,0.500
0.610,0.333,1.000,0.333,0.500,0.500,0.500
0.591,0.500,0.333,0.333,0.500,0.500,0.500
0.801,0.000,0.667,0.333,0.500,0.500,0.500
0.344,1.000,1.000,0.333,0.500,0.500,0.500
0.474,0.778,0.333,0.333,0.500,0.500,0.500
0.495,0.667,0.667,0.333,0.500,0.500,0.500
0.633,0.222,0.500,0.667,0.500,0.500,0.500
0.598,0.333,0.333,0.667,0.500,0.500,0.500
0.475,0.500,1.000,0.667,0.500,0.500,0.500
0.763,0.000,0.222,0.667,0.500,0.500,0.500
0.335,1.000,0.333,0.667,0.500,0.500,0.500
0.370,0.778,1.000,0.667,0.500,0.500,0.500
0.483,0.667,0.000,0.667,0.500,0.500,0.500
0.619,0.222,0.667,0.667,0.500,0.500,0.500
0.542,0.333,1.000,0.667,0.500,0.500,0.500
0.461,0.500,0.333,1.000,0.500,0.500,0.500
0.642,0.000,0.667,1.000,0.500,0.500,0.500
0.239,1.000,1.000,1.000,0.500,0.500,0.500
0.363,0.778,0.333,1.000,0.500,0.500,0.500
0.379,0.667,0.667,1.000,0.500,0.500,0.500
0.601,0.222,0.000,1.000,0.500,0.500,0.500
0.527,0.333,0.333,1.000,0.500,0.500,0.500
0.413,0.500,1.000,1.000,0.500,0.500,0.500
0.842,0.000,0.500,0.222,0.500,0.500,0.500
0.406,1.000,0.333,0.222,0.500,0.500,0.500
0.446,0.778,1.000,0.222,0.500,0.500,0.500
0.547,0.667,0.222,0.222,0.500,0.500,0.500
0.715,0.222,0.667,0.222,0.500,0.500,0.500
0.632,0.333,1.000,0.222,0.500,0.500,0.500
0.613,0.500,0.333,0.222,0.500,0.500,0.500
0.823,0.000,0.667,0.222,0.500,0.500,0.500
0.361,1.000,1.000,0.222,0.500,0.500,0.500
0.474,0.778,0.333,0.333,0.500,0.500,0.500
0.495,0.667,0.667,0.333,0.500,0.500,0.500
0.730,0.222,0.222,0.333,0.500,0.500,0.500
0.668,0.333,0.333,0.333,0.500,0.500,0.500
0.538,0.500,1.000,0.333,0.500,0.500,0.500
0.868,0.000,0.000,0.333,0.500,0.500,0.500
0.388,1.000,0.333,0.333,0.500,0.500,0.500
0.426,0.778,1.000,0.333,0.500,0.500,0.500
0.447,0.667,0.500,0.667,0.500,0.500,0.500
0.619,0.222,0.667,0.667,0.500,0.500,0.500
0.542,0.333,1.000,0.667,0.500,0.500,0.500
0.527,0.500,0.333,0.667,0.500,0.500,0.500
0.721,0.000,0.667,0.667,0.500,0.500,0.500
0.294,1.000,1.000,0.667,0.500,0.500,0.500
0.417,0.778,0.333,0.667,0.500,0.500,0.500
0.436,0.667,0.667,0.667,0.500,0.500,0.500
0.560,0.222,0.500,1.000,0.500,0.500,0.500
0.527,0.333,0.333,1.000,0.500,0.500,0.500
0.413,0.500,1.000,1.000,0.500,0.500,0.500
0.682,0.000,0.222,1.000,0.500,0.500,0.500
0.285,1.000,0.333,1.000,0.500,0.500,0.500
0.314,0.778,1.000,1.000,0.500,0.500,0.500
0.420,0.667,0.000,1.000,0.500,0.500,0.500
0.547,0.222,0.667,1.000,0.500,0.500,0.500
0.475,0.333,1.000,1.000,0.500,0.500,0.500
0.654,0.500,0.333,0.000,0.500,0.500,0.500
0.768,0.000,0.667,0.000,0.500,0.500,0.500
0.394,1.000,1.000,0.000,0.500,0.500,0.500
0.530,0.778,0.333,0.000,0.500,0.500,0.500
0.554,0.667,0.667,0.000,0.500,0.500,0.500
0.825,0.222,0.000,0.000,0.500,0.500,0.500
0.736,0.333,0.333,0.000,0.500,0.500,0.500
0.600,0.500,1.000,0.000,0.500,0.500,0.500
0.817,0.000,0.500,0.333,0.500,0.500,0.500
0.388,1.000,0.333,0.333,0.500,0.500,0.500
0.426,0.778,1.000,0.333,0.500,0.500,0.500
0.528,0.667,0.222,0.333,0.500,0.500,0.500
0.690,0.222,0.667,0.333,0.500,0.500,0.500
