CHRDR MAX, 28.333
CHRDR MIN, 21.667
CHRDTP MAX, 9.1667
CHRDTP MIN, 5.8333
CHRDBP MAX, 15.833
CHRDBP MIN, 11.667
SSPN MAX, 64.8
SSPN MIN, 51.2
SSPNOP MAX, 26.067
SSPNOP MIN, 20.933
SSPNE MAX, 58.6
SSPNE MIN, 45.0
